id,title,link,source_type,journal,authors,doi,publishing_date,abstract
231,Smart factory reference model for training on Industry 4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072884685&partnerID=40&md5=af74efa00f22c953777501676b3e2a3d,Article,Journal of Mechanical Engineering,"Mohammad U., Low C.Y., Rahman R.A., Johar M.A., Koh C.T., Dumitrescu R., Rabe M., Asmar L., Kamaruddin S., ",,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Technological disruption and rising labour costs are impacting the future of manufacturing in Malaysia and its competitive position. Nevertheless, the understanding on smart manufacturing in the context of Industry 4.0 is still lacking in the academia and industry. Thus, this work describes the development of a smart factory reference model as a guide to upgrading an existing production system towards the vision of Industry 4.0 using readily available components. The reference model consists of (i) a principle solution describing the concept of a smart factory and (ii) a working prototype demonstrating the functionality of a smart factory. The smart factory prototype is a modular production system connected to a server accessible locally or through the internet and able to produce up to eight variants of a product. The SCADA software was used to interface various systems together and create the user interface. The prototype was evaluated using VDMA Industry 4.0 Toolbox. This work provides a way to integrate theory and practical Industry 4.0 applications into tertiary education curricula. It showcases the potential applications, benefits and proof of concept of new technologies for industry adoption. © 2018 Faculty of Mechanical Engineering, Universiti Teknologi MARA (UiTM)."
232,A machine vision algorithm for quality control inspection of gears,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075346500&doi=10.1007%2fs00170-019-04426-2&partnerID=40&md5=8c8243b6e8f8f3abbaf63bc2b6a7c506,Article,International Journal of Advanced Manufacturing Technology,"Moru D.K., Borro D., ",10.1007/s00170-019-04426-2,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Quality control has become a priority in the inspection processes of industrial manufacturing of gears. Due to the advancement of technology and the realizations of Industry 4.0, smart factories demand high precision and accuracy in the measurements and inspection of industrial gears. Machine vision technology provides image-based inspection and analysis for such demanding applications. With the use of software, sensors, cameras, and robot guidance, such integrated systems can be realized. The aim of this paper is to deploy an improved machine vision application to determine the precise measurement of industrial gears, at subpixel level, with the potential to improve quality control, reduce downtime, and optimize the inspection process. A machine vision application (Vision2D) has been developed to acquire and analyze captured images to implement the process of measurement and inspection. Firstly, a very minimum calibration error of 0.06 pixel was obtained after calibration. The calibrated vision system was verified by measuring a ground-truth sample gear in a Coordinate Measuring Machine (CMM), using the parameter generated as the nominal value of the outer diameter. A methodical study of the global uncertainty associated with the process is carried out in order to know better the admissible zone for accepting gears. After that, the proposed system analyzed twelve other samples with a nominal tolerance threshold of ± 0.020 mm. Amongst the gears inspected, the Vision2D application identified eight gears which are accepted and four bad gears which are rejected. The inspection result demonstrates an improvement in the algorithm of the Vision2D system application when compared with the previous existing algorithms. © 2019, Springer-Verlag London Ltd., part of Springer Nature."
233,A reliable next generation cyber security architecture for industrial internet of things environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073370260&doi=10.11591%2fijece.v10i1.pp387-395&partnerID=40&md5=c5b6f5a4886b4f42f09ee4cbd158c6b2,Article,International Journal of Electrical and Computer Engineering,"Vijayakumaran C., Muthusenthil B., Manickavasagam B., ",10.11591/ijece.v10i1.pp387-395,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Architectural changes are happening in the modern industries due to the adaption and the deployment of „Internet of Things (IoT)‟ for monitoring and controlling various devices remotely from the external world. The most predominant place where the IoT technology makes the most sense is the industrial automation processes in smart industries (Industry 4.0). In this paper, a reliable „Next Generation Cyber Security Architecture (NCSA)‟ is presented for Industrial IoT (IIoT) environment that detects and thwarts cybersecurity threats and vulnerabilities. It helps to automate the processes of exchanging real-time critical information between devices without any human intervention. It proposes an analytical framework that can be used to protect entities and network traffics involved in the IIoT wireless communication. It incorporates an automated cyber-defense authentication mechanism that detects and prevents security attacks when a network session has been established. The defense mechanism accomplishes the required level of security protection in the network by generating an identity token which is cryptographically encrypted and verified by a virtual gateway system. The proposed NCSA improves security in the IIoT environment and reduces operational management cost. Copyright © 2020 Institute of Advanced Engineering and Science. All rights reserved."
234,Creating an Open-Source Augmented Reality Remote Support Tool for Industry: Challenges and Learnings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101738524&doi=10.1016%2fj.procs.2021.01.164&partnerID=40&md5=288ea307314a8ac8817705b8ca1b6537,Conference Paper,Procedia Computer Science,"Aschauer A., Reisner-Kollmann I., Wolfartsberger J., ",10.1016/j.procs.2021.01.164,b'\xe5\x07\x00\x00\x00\x00\x00\x00',"Remote support tools offer great savings potential for maintenance work and simplify communication between on-site workers and remote experts in the back-office. Despite the predicted benefits and the existence of an increasing number of commercial augmented reality (AR) remote support tools, the technology still struggles with various challenges, mainly caused by technical limitations, safety concerns or industry-specific constraints. In this paper, we describe the implementation of an open source AR remote support application with a strong industry focus. The software was developed based on the feedback of four industry partners with different needs in the field of maintenance work. Therefore, we set the focus on configurability to provide the right tools for each use case. The developed remote support tool was then compared with traditional support measures in a user study. This paper presents the lessons learned from the expert discussions with our company partners and the results of the user study. © 2021 Elsevier B.V.. All rights reserved."
235,Using Computational Intelligence for Smart Device Operation Monitoring,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080961906&doi=10.1109%2fICCIKE47802.2019.9004381&partnerID=40&md5=f9098ca61c10cd06e30bbf8550c34960,Conference Paper,"Proceedings of 2019 International Conference on Computational Intelligence and Knowledge Economy, ICCIKE 2019","Parllaku F., Zaman A., Shah F., Karna A., Pena S.D., ",10.1109/ICCIKE47802.2019.9004381,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Digital Manufacturing is at the core of the industry 4.0 revolution, owing to smart manufacturing and smart factories, which would allow an unprecedented degree of flexibility and visibility into manufacturing processes from how parts are designed to how they are manufactured, assembled, shipped and used. HP Inc. with the introduction of Multi Jet Fusion (MJF) technology is at the fore-front of this revolution with technology that enables great versatility around material, form factor, color etc. at industrial scale. A key challenge with 3D Printing is being able to control the process for output consistency and in-spec operation. In this paper, we detail how HP is using Big Data and Machine Learning techniques to analyze the swaths of data from our 3D Printing devices to be able to tell, with minimal supervision or context, when a machine might stray into unchartered territory that may impact machine operation and/or quality of outcome. We demonstrate using Auto-encoder based deep learning models, operating on both structured and unstructured data, to flag if the values for the parameter values or imagery (in unstructured case) is deviating from what we saw before (for the same parameter value). The work described would be candidate for rolling into a 3D Print device process monitoring solution. © 2019 IEEE."
236,Covert channels-based stealth attacks in industry 4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075712698&doi=10.1109%2fJSYST.2019.2912308&partnerID=40&md5=21923eb3e0d83c900d0c19df193be9c1,Article,IEEE Systems Journal,"Alcaraz C., Bernieri G., Pascucci F., Lopez J., Setola R., ",10.1109/JSYST.2019.2912308,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Industry 4.0 advent opens several cyber-threats scenarios originally designed for classic information technology (IT), drawing the attention to serious risks for the modern industrial control networks. To cope with this problem, in this paper, we address the security issues related to covert channels applied to industrial networks, identifying the new vulnerability points when ITs converge with operational technologies such as edge computing infrastructures. Specifically, we define two signaling strategies where we exploit the Modbus/transmission control protocol (TCP) as target to set up a covert channel. Once the threat channel is established, passive and active offensive methodologies are further exploited by implementing and testing them on a real industrial Internet of Things testbed. The experimental results highlight the potential damage of such specific threats and the easy extrapolation of the attacks to other types of channels in order to show the new risks for the Industry 4.0. Related to this, we discuss some countermeasures offering an overview of possible mitigation and defensive measures. © 2007-2012 IEEE."
237,Assessment of virtual reality-based manufacturing assembly training system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066028866&doi=10.1007%2fs00170-019-03801-3&partnerID=40&md5=eb3341de426ddac10e671c4a1662aee4,Article,International Journal of Advanced Manufacturing Technology,"Abidi M.H., Al-Ahmari A., Ahmad A., Ameen W., Alkhalefah H., ",10.1007/s00170-019-03801-3,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Digital manufacturing concept is gaining a lot of attention and popularity due to its enormous benefits. It is considered as one of the pillars or component of Industry 4.0. With the advancements in technology, digital manufacturing is becoming a reality rather than a concept only. It is applied to various stages of the manufacturing process such as design, prototyping, and assembly training. Virtual reality (VR) is a cog in a wheel of digital manufacturing. It can be used in various phases of manufacturing. Planning and conducting assembly operations account for the majority of the cost of a product. It is difficult to design and train assembly operations during the early stages of product design. Assembly is a vital step in manufacturing, so firms provide training to their employees and it costs them time and money. Therefore, this research work extends VR applications in manufacturing by integrating concepts and studies from training simulations to the evaluation of assembly training effectiveness and transfer of training. VR provides a platform for “learning by doing” instead of learning by seeing, listening, or observing. A series of user-based evaluation studies are conducted to ensure that the virtual manufacturing assembly simulation provides an effective and efficient means for evaluating assembly operations and for training assembly personnel. Different feedback cues of VR are implemented to evaluate the system. Moreover, several case studies are used to assess the effectiveness of VR-based training. The results of the study reveal that participants trained by VR committed fewer errors and took lesser time in actual product assembly when compared against the participant from traditional or baseline training group. © 2019, Springer-Verlag London Ltd., part of Springer Nature."
238,A hybrid intrusion detection system in industry 4.0 based on ISA95 standard,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082652865&doi=10.1109%2fAICCSA47632.2019.9035260&partnerID=40&md5=eb655c328b0f6ff83641f09eb40e3e34,Conference Paper,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA","Alem S., Espes D., Martin E., Nana L., De Lamotte F., ",10.1109/AICCSA47632.2019.9035260,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Today with the emergence of an industrial information system in industry of the future which includes the connection between all trades, applications and the converged technologies between information technology and operational technology, cybersecurity has become urgent. Industrial Intrusion Detection System are no longer sufficient to counter cyberattacks because of their natures, which is usually misuse, and are unable to detect attacks that target the application layer of the Open Systems Interconnection model. Therefore, cybersecurity in industrial systems adopts known information technology security solutions, such as an Intrusion Detection System which has to be modified, completed and adapted to work in industrial field. We propose to deepen this approach by developing an adapted IDS to monitor industrial systems against illegitimate access and detect abnormal activities. For this purpose, we expose in this paper our efficient hybrid intrusion detection solution based on International Society of Automation 95 standard and neural network. Our research work is focused on Manufacturing Executive System which represents the central and main element in industry. © 2019 IEEE."
239,Case Study: Parameters Optimization Process for Flat Panel Display Manufacture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079046685&doi=10.1109%2fTAAI48200.2019.8959927&partnerID=40&md5=02246618809a432f077439a55f92c856,Conference Paper,"Proceedings - 2019 International Conference on Technologies and Applications of Artificial Intelligence, TAAI 2019","Kuo C.-H., Lee S.-H., Yang C.-S., ",10.1109/TAAI48200.2019.8959927,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Taiwan's flat panel display manufacturing is famous internationally. Its outstanding manufacturing capability can produce high quality panels in the shortest time. In the production process of flat panel displays, the process yield is the best indicator reflecting the good and bad of manufacturers. The yield is direct. The decision is to the company's profit and reputation. Add to this, it is also the trust and acceptance of the company's customers. When the products on the production line are abnormal in quality, the process and equipment engineers must immediately discuss the crux of the problem and improve it. For decomposition of analysis and process management to find out the method, it needs to carry out the problem in linear verification of confirmation whether the problem is a single problem or not. Furthermore, it will produce customer complaints, dissatisfaction with the company, causing the company's losses. Therefore, using Knowledge Discovery from Data (KDD) to establish a process of big data analysis is core technology in our work. We proposed the improvement process that how to quickly find the variation factor and couple with machine learning. Hence the research is based on data pre-processing, modeling. The experiment shows that we find out the right parameters and optimze them. Finally, the yield improvement was increasing to 66%. © 2019 IEEE."
240,Cloud based Energy Management System Compatible with the Industry 4.0 Requirements,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075884501&doi=10.1016%2fj.ifacol.2019.10.018&partnerID=40&md5=fe5b78bbf8804ce914b3280b742c9bc7,Conference Paper,IFAC-PapersOnLine,"Javied T., Huprich S., Franke J., ",10.1016/j.ifacol.2019.10.018,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"As a result of climate change and continuously rising energy costs, energy as a resource is becoming increasingly important for companies in German industry. The standards of modern companies are increasingly being enhanced by values such as energy efficiency and energy awareness in order to achieve a competitive advantage through the skillful use of resources. Energy audits and energy management systems should lead to a sustainable use of energy. This development is additionally driven by current legal requirements of energy policy which leads to the development of a new area in the market involving the sale of energy management systems and energy services in general. However, only a few system solutions fulfil all core aspects of meaningful energy management according to DIN EN ISO 50001. This paper describes a platform-independent, cloud-based web application that implements energy management in a standardized and user-friendly manner. As part of an overall solution, the multiuser system supports role-based planning, implementation, logging and archiving of the necessary work steps that emerge from the implementation of the standard. Modern communication technologies and transmission protocols enable the flexible connection of different manufacturing systems, so that energy management can fully be integrated into an industry 4.0 production environment. © 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved."
241,Evaluation of in-mold sensors and machine data towards enhancing product quality and process monitoring via Industry 4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072063008&doi=10.1007%2fs00170-019-04323-8&partnerID=40&md5=190b0d528bda389a11413fb580fe726f,Article,International Journal of Advanced Manufacturing Technology,"Farahani S., Brown N., Loftis J., Krick C., Pichl F., Vaculik R., Pilla S., ",10.1007/s00170-019-04323-8,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"With the rise of Industry 4.0-related technology in the plastic and composite industry, a new wealth of data from the production process is becoming available to manufacturers. The effective utilization of this data towards improving quality and output is therefore of critical importance but requires knowledge of the data that is truly useful and the application of that data to pre-developed models or trained algorithms. Accordingly, in this research, 12 different online data sources in the injection molding process are evaluated to determine their relative degree of importance in predicting variations on final part quality indices, namely part weight, thickness, and diameter. These data are obtained during each injection molding cycle using a data acquisition system connected to eight in-mold sensors and four machine data sources. Three distinct types of perturbations are introduced into the process to challenge the range of detection capacities of these various data sources: shot size variations, material disturbances, and shutdown of the mold cooling system. The resultant curves from these studies are then analyzed for critical values, and partial least square (PLS) regressions performed using the extracted values as predictors and the final part quality indices as responses. Using the standard coefficients from the PLS analysis, rankings of the correlations between the extracted values and final part quality indices are generated, indicating which data sources best detected variations in the final produced parts for each of the three perturbations. © 2019, Springer-Verlag London Ltd., part of Springer Nature."
242,"Proposition of the methodology for Data Acquisition, Analysis and Visualization in support of Industry 4.0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076260538&doi=10.1016%2fj.procs.2019.09.370&partnerID=40&md5=7ebd4aeea693428ed575cfe8d7f2e6a7,Conference Paper,Procedia Computer Science,"Shafiq S.I., Szczerbicki E., Sanin C., ",10.1016/j.procs.2019.09.370,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Industry 4.0 offers a comprehensive, interlinked, and holistic approach to manufacturing. It connects physical with digital and allows for better collaboration and access across departments, partners, vendors, product, and people. Consequently, it involves complex designing of highly specialized state of the art technologies. Thus, companies face formidable challenges in the adoption of these new technologies. In this paper, critical components of Industry 4.0, their significance and challenges as identified in the literature are presented. Furthermore, a test case framework for the implementation of Industry 4.0 is proposed. The system covers four layers: decision support, data processing, data acquisition and transmission and sensors. Condition monitoring data from machines and shop floor are captured, stored, organized and visualized in real time. Knowledge representation technique of SOEKS/DDNA is used for doing the semantic analysis of the data, Virtual Engineering Object (VEO), Virtual Engineering Process (VEP) and Virtual Engineering Factory (VEF) are used for creating virtual engineering objects, process and factory respectively, Python and its utility Bokeh is used for visualization. The proposed Industry 4.0 framework will make it possible to gather and analyze data across machines, processes and resources supporting faster, flexible, and more efficient control and production of higher-quality goods at reduced costs. © 2019 The Author(s). Published by Elsevier B.V."
243,Implementing OPC-UA services for Industrial Cyber-Physical Systems in Service-Oriented Architecture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084138016&doi=10.1109%2fIECON.2019.8926972&partnerID=40&md5=c54f8b8d18a6ed2602c0962c705bd94c,Conference Paper,IECON Proceedings (Industrial Electronics Conference),"Lam A.N., Haugen O., ",10.1109/IECON.2019.8926972,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Industrial cyber-physical systems are advancing rapidly along with the emergence of the fourth industrial revolution. It is, therefore, necessary to design and develop appropriate tools and frameworks that allow the migration/integration of legacy systems into the new Industry 4.0 environment. OPC-UA is one of the recommended technologies to enable communication and interoperability of digitalized assets in Industry 4.0. This paper proposes a solution to develop an OPC-UA interface for industrial systems for service-oriented architecture. With the use of the Arrowhead Framework-a cloud-based framework facilitating interoperability and integrability of Industrial Internet of Things-and Industry 4.0-compliant technologies, the authors describe the procedure of developing different application systems which dynamically produce and consume OPC-UA services within a local automation cloud. © 2019 IEEE."
244,Emerging Trends of ML-based Intelligent Services for Industrial Internet of Things (IIoT),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082241573&doi=10.1109%2fComComAp46287.2019.9018815&partnerID=40&md5=a6f949cdfe793e95e2e0afab79683862,Conference Paper,"2019 Computing, Communications and IoT Applications, ComComAp 2019","Chen B., Wan J., ",10.1109/ComComAp46287.2019.9018815,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"Intelligent information technology is a notable feature in the context of industry 4.0. A key factor in obtaining intelligent industrial Internet of things (IIoT) services is to integrate machine learning (ML) into IIoT. With the increasing scale of deployed terminals, IIoT becomes heterogeneous, diverse, and dynamically changeable. Traditional optimization methods are difficult to deal with the emerging network problems. This paper first proposes a ML-based IIoT architecture for intelligent IIoT services and expounds two ML methods for IIoT analysis, namely, deep learning (DL) and reinforcement learning (RL). Secondly, advanced applications and development trends of ML in industrial field are summarized. Opportunities and challenges of ML for IIoT analysis are discussed finally. The purpose of this paper is to point out the role of artificial intelligence (AI) technology in IIoT from the macroscopic view. © 2019 IEEE."
245,Security and Fault Detection in In-node components of IIoT Constrained Devices,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080855387&doi=10.1109%2fLCN44214.2019.8990697&partnerID=40&md5=77818afc479fe6b2ad8fc8b2798602ef,Conference Paper,"Proceedings - Conference on Local Computer Networks, LCN","Raposo D., Rodrigues A., Sinche S., Silva J.S., Boavida F., ",10.1109/LCN44214.2019.8990697,b'\xe3\x07\x00\x00\x00\x00\x00\x00',"The last decade has witnessed a paradigm change in Industrial Control Systems (ICS), from closed, isolated systems to fully-connected, Internet-capable systems. At the same time, new wireless technologies, mainly coming from the Internet of Things domain, emerged. IEEE 802.15.4 wireless-based standards like WirelessHART, ISA100.11a, ZigBee, and WIA-PA are increasingly used for monitoring industrial processes. Nevertheless, along with this paradigm change, some new threats appeared that menace current industrial infrastructures and economies (e.g., Stuxnet, Mariposa, Slammer). Additionally, in order to keep up with the requirements of new Industry 4.0 applications, sensor nodes software and hardware are becoming more complex and, thus, more prone to faults. In this paper, using a monitoring architecture proposed in our previous work, we injected and subsequently proceeded to detect representative firmware and hardware anomalies (namely, buffer overflow attacks, SPI faults, under-voltage, and high temperature faults) that can be used by attackers to cause major losses or even damage industrial control systems. We evaluated the performance of several machine learning techniques commonly used to detect anomalies (i.e. OCSVM, kNN, AutoEnconder), in order to determine if they could be useful to detect such faults. The obtained results demonstrate that simple and broad scope classifiers, using features that consume little resources, can be developed to detect such faults. © 2019 IEEE."
246,Beyond 5G Private Networks: The 5G CONNI Perspective,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102239077&doi=10.1109%2fGCWkshps50303.2020.9367460&partnerID=40&md5=b333bc2888aa2c1267308509dcc9b175,Conference Paper,"2020 IEEE Globecom Workshops, GC Wkshps 2020 - Proceedings","Strinati E.C., Haustein T., Maman M., Keusgen W., Wittig S., Schmieder M., Barbarossa S., Merluzzi M., Klessig H., Giust F., Ronzani D., Liang S.-P., Luo J.S.-J., Chien C.-Y., Huang J.-C., Huang J.-S., Wang T.-Y., ",10.1109/GCWkshps50303.2020.9367460,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Future Smart Factories will leverage Industry 4.0 and 5G technology to increase both flexibility and efficiency of manufacturing processes, thus ensuring global competitiveness of industrial manufacturing. 5G technologies such as network slicing may accommodate industrial applications in public networks, while Private 5G Networks, operating locally and being highly optimized towards specific applications, may require disruptive technologies to meet the specific and challenging industrial use cases requirements. The 5G CONNI Europe-Taiwan project investigates innovative solutions for Private 5G and beyond Network. This includes the definition of new architectures and measurements tools as well as, the development of innovative technologies and their enabling components in the context of mobile edge assisted URLLC. Building on the premise of Private 5G Networks, the 5G CONNI project will offer an unprecedented integrated end-to-end 5G testing network for testing specifically industrial applications in accordance with updated 5G standardization specifications. The 5G CONNI project will validate its innovative and technologically advanced solutions and components with a real-field cross-continental end-to-end industrial Private 5G Network demonstration between two interconnected industrial manufacturing sites in Taiwan and in Europe. © 2020 IEEE."
247,Toward the Plug-and-Produce Capability for Industry 4.0: An Asset Administration Shell Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098223819&doi=10.1109%2fMIE.2020.3010492&partnerID=40&md5=216a8bfbea07dac35f58c65cbdf52bd4,Article,IEEE Industrial Electronics Magazine,"Ye X., Jiang J., Lee C., Kim N., Yu M., Hong S.H., ",10.1109/MIE.2020.3010492,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The fourth industrial revolution, also termed Industry 4.0 (I4.0), will digitalize manufacturing operations and decentralize them from the shop floor to the office and across entire enterprise networks [1]. The proposed system-level digitalization solutions for I4.0 include cyber-physical systems [2] and digital twins [3]. Standardized I4.0 technologies are urgently required to change industry and guide market usage. The asset administration shell (AAS) of the I4.0 component [4] is a German symbolic model that is under development as an international standard in International Electrotechnical Commission (IEC) project 63278-1. Not all engineers, researchers, and entrepreneurs have a basic knowledge of the AAS. Very few understand how to employ an AAS in practice. This article uses AASs to implement an I4.0 scenario, thus plug and produce (PnP) of industrial field devices. A three-layer, AAS-based implementation of PnP manufacture in line with I4.0 is developed. The synergy is to show that the AAS may help expedite I4.0 digitalization and propel its applications forward. © 2007-2011 IEEE."
248,Development of a mobile application for monitoring and controlling a CNC machine using Industry 4.0 concepts,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094206621&doi=10.1007%2fs00170-020-06245-2&partnerID=40&md5=d93d808322eade52537cae3e2ba911e0,Article,International Journal of Advanced Manufacturing Technology,"de Souza A.F., Martins J., Maiochi H., Juliani A.D.P., Jaskowiak P.A., ",10.1007/s00170-020-06245-2,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Industry 4.0 comprises a set of technologies that allow the interconnection, monitoring, and controlling of manufacturing processes. Today it represents a key point for the modern industry. The current work presents an Industry 4.0 system developed for monitoring and controlling a 5-axis CNC machine center, in real time, through a mobile device, providing important feedback information for users and manufacturers of the machine. Given that response time is crucial in such applications, we conducted an experimental investigation to examine the system latency with distinct database structures, based on SQL and NoSQL. The results suggest that the non-relational structure (NoSQL) presented lower response times and is, thus, best suited for the application in hand. The system allows monitoring and controlling of any CNC machine remotely—given that a middleware for connecting the machine is provided—in real time, presenting new possibilities from the perspectives of machine tool builders and shop floor management. © 2020, Springer-Verlag London Ltd., part of Springer Nature."
249,Optimization of the production processes of powder-based additive manufacturing technologies by means of a machine learning model for the temporal prognosis of the build and cooling phase,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092177259&doi=10.1007%2fs11740-020-00987-4&partnerID=40&md5=4a1615a5d3aa6184ac0420c47a678d3a,Article,Production Engineering,"Osswald P.V., Mustafa S.K., Kaa C., Obst P., Friedrich M., Pfeil M., Rietzel D., Witt G., ",10.1007/s11740-020-00987-4,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The increase in additive manufacturing production volume in recent years has led, not only, to a need for an increased level of productivity during the build job, but also the optimization of other crucial steps in each respective technologies process chain. With HP’s Multi-jet Fusion technology relatively recent entry (2014) into a seemingly stagnant scene of industrial scale powder-based additive manufacturing, it presented itself as an ideal candidate for post-processing optimization using methods of machine learning due to its faster print time. 66% of the Multi-jet Fusion production process, from build job preparation and nesting to delivery of finished parts is comprised of its cooling process step. This cooling process step can take anywhere from 3 to 30 h, depending on a number of factors. While speeding up cooling does not come into question when processing semi-crystalline polymers, such as polyamides, knowing the necessary cooling time with relatively high accuracy, becomes crucial. In this study, a machine learning model was created to predict a significantly more accurate cooling time using a number of build job parameters. The optimized cooling model was trained using the measured cooling times of varying build jobs as output and build job height, number of layers, packing density, number of parts and room temperature as inputs. The machine learning model predicts significantly more accurate cooling times than the manufacturer predictions. Furthermore, as with all machine learning models, it was shown that an increased number of data, resulted in more accurate predictions. The implementation of the optimized cooling model at BMW’s AM production facility leads to increased transparency, leaner production and a higher overall economic viability of AM technologies. © 2020, German Academic Society for Production Engineering (WGP)."
250,Privacy Preservation in Industrial IoT via Fast Adaptive Correlation Matrix Completion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092086666&doi=10.1109%2fTII.2019.2960275&partnerID=40&md5=4dbf6cbfb41e678070c66aa15a54c863,Article,IEEE Transactions on Industrial Informatics,"Lalos A.S., Vlachos E., Berberidis K., Fournaris A.P., Koulamas C., ",10.1109/TII.2019.2960275,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The Industrial Internet of Things (IIoT) is a key element of industry 4.0, bringing together modern sensor technology, fog and cloud computing platforms, and artificial intelligence to create smart, self-optimizing industrial equipment and facilities. Though, the scale and sensitivity degree of information continuously increases, giving rise to serious privacy concerns. The scope of this article is to provide efficient privacy preservation techniques, by tracking the correlation of multivariate streams recorded in a network of IIoT devices. The time-varying data covariance matrix is used to add noise that cannot be easily removed by filtering, generating obfuscated measurements and, thus, preventing unauthorized access to the original data. To improve communication efficiency between connected IoT devices, we exploit inherent properties of the correlation matrices, and track the essential correlations from a small subset of correlation values. Extensive simulation studies using constrained IIoT devices validate the robustness, efficiency, and effectiveness of our approach. © 2005-2012 IEEE."
251,Blockchain-based Machine-To-Machine Communication in the Industry 4.0 applied at the Industrial Mining Environment Charles,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098624622&doi=10.1109%2fSBESC51047.2020.9277852&partnerID=40&md5=a0621a1383de4541d814cf8183f43d20,Conference Paper,"Brazilian Symposium on Computing System Engineering, SBESC","Garrocho C.T.B., Klippel E., MacHado A.V., Ferreira C.M.S., Da Cunha Cavalcanti C.F.M., Oliveira R.A.R., ",10.1109/SBESC51047.2020.9277852,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"The Industrial Internet of Things is expected to attract significant investments for Industry 4.0. In this new environment, blockchain have immediate potential in industrial applications, providing immutable, traceable and auditable communication. However, works on the blockchain literature targets environments that do not meet the reality and requirements of a factory, in addition to needing cloud infrastructure in which communication delay increases. In this context, this article presents a blockchain-based machine-To-machine communication architecture, which it is deployed directly to industrial devices. Evaluation results reveal the need for the evolution of the current stage of blockchain technologies to meet the strict requirements time demanded by machine-To-machine communication in the industrial mining environment. © 2020 IEEE."
252,Modelling an OPC UA client application for predictive maintenance support,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099600721&doi=10.1109%2fISETC50328.2020.9301058&partnerID=40&md5=1aee76c999f98a3df6ca580457c74deb,Conference Paper,"2020 14th International Symposium on Electronics and Telecommunications, ISETC 2020 - Conference Proceedings","Chiorean L.-D., Vaida M.-F., Hedesiu H., ",10.1109/ISETC50328.2020.9301058,b'\xe4\x07\x00\x00\x00\x00\x00\x00',"Predictive maintenance is a very important task for each industrial plant. The concept of Industry 4.0 can ensure this service, offering a clever combination of many technologies. This paper presents a method for deploying a software application that provides the maintenance personnel with a useful tool, allowing them to follow the parameters of the process and to prevent its failure. The application has a client-server structure and uses the open platform communications unified architecture (OPC UA) standard and unified architecture transport control protocol (UA TCP) for data communication. The application developed using the proposed method is meant to be a predictive maintenance tool for the blower station of a wastewater treatment plant, so that the maintenance personnel have the necessary data as system health indicators. The maintenance client software shows the personnel the current functional state of the process by synoptic screens. When the maintenance procedures require it, different process states or process parameter values can be accessed from a dedicated Supervisory Control and Data Acquisition (SCADA) database and provide important information to the maintenance personnel (MP). © 2020 IEEE."
